index,키워드,키워드_빈도,포함 인물 수,포함 인물
845,폐간,2,2,"하강의화(下岡義和), 송필학(宋必鶴)"
846,근절,2,2,"하강의화(下岡義和), 송필학(宋必鶴)"
847,영수증,2,1,신화수(申華秀)
848,적기가,2,1,암본용현(岩本勇賢)
849,간부,2,1,양주흡(梁周洽)
850,함남,2,1,염처학(廉處學)
851,여운형,2,1,오건영(吳建泳)
852,제창,2,2,"원준서(元俊瑞), 윤명복(尹命福)"
853,성비,2,1,유근성(柳根成)
854,불평,2,2,"조성행(趙聖行), 유영창(柳永昌)"
855,기하,2,1,유흥주(劉興柱)
856,불응,2,1,유흥주(劉興柱)
857,서서,2,2,"윤영규(尹寧圭), 최복석(崔復錫)"
858,안창호,2,2,"이병규(李秉珪), 이철응(李喆應)"
859,정부령,2,1,이춘균(李春均)
860,마르크스,2,1,임부득(任富得)
861,모자,2,1,임승환(任勝煥)
862,금품,2,1,임은성(林銀星)
863,대구,2,1,장용암(張龍岩)
864,해외,2,1,조승명(趙承明)
865,일사,2,1,최형식(崔亨植)
866,재판,1,1,강원도린(江原道麟)
867,당국,1,1,강찬희(姜讚熙)
868,소화천황,1,1,공본복순(孔本福順)
869,동단,1,1,권창순(權昌順)
870,입장,1,1,금곡수수(金谷秀樹)
871,즉시,1,1,김상린(金尙린)
872,야학,1,1,김상순(金尙順)
873,임시,1,1,김석로(金錫魯)
874,천리,1,1,김윤희(金允熙)
875,신의주,1,1,김의선(金義璇)
876,원서,1,1,김창숙(金昌淑)
877,조선청년총동맹,1,1,김창한(金昌漢)
878,매일,1,1,김해술(金海述)
879,출현,1,1,목원관복(木元寬復)
880,정도,1,1,박사직(朴思稷)
881,연맹,1,1,박충권(朴忠權)
882,해결,1,1,산본기종(山本基鍾)
883,문화,1,1,송예묵(宋禮默)
884,동아일보,1,1,유극창(柳極昌)
885,추적,1,1,유촌도신(柳村道信)
886,천도교인,1,1,윤규호(尹圭祜)
887,수천,1,1,윤내진(尹來鎭)
888,해방운동,1,1,이봉룡(李鳳龍)
889,내란,1,1,이윤조(李潤潮)
890,신우,1,1,이준희(李俊熙)
891,타도,1,1,이창업(李昌業)
892,부위,1,1,이창하(李昌河)
893,밀정,1,1,정세충(鄭世忠)
894,각도,1,1,정효룡(鄭孝龍)
895,본부,1,1,차해규(車海奎)
896,봉산,1,1,채희각(蔡凞覺)
897,진회,1,1,풍천원빈(豊川元彬)
898,계림공,1,1,풍천원빈(豊川元彬)
899,분쟁,1,1,풍천원빈(豊川元彬)
900,집행,1,1,허재환(許在煥)
901,고등,1,1,황용연(黃龍淵)
